Player,Team,year,Role,Player Origin,Amount,runs,balls_faced,wickets,balls_bowled,runs_conceded,economy,performance,expected_performance,value_residual,z,price_type
Shivam Sharma,Kings XI Punjab,2014,Bowler,Indian,1000000.0,2.0,5.0,18.0,255.0,354.0,8.329411764705883,0.7106966423688356,-0.7559495100133775,1.466646152382213,1.2152912550908903,Auction
Ankit Sharma,Rising Pune Supergiant,2016,All-Rounder,Indian,1000000.0,3.0,3.0,1.0,70.0,84.0,7.2,-1.5464038414165096,-0.7559495100133775,-0.790454331403132,-0.6549856861811055,Auction
Ishant Sharma,Rising Pune Supergiant,2016,Bowler,Indian,38000000.0,0.0,0.0,3.0,97.0,148.0,9.154639175257731,-1.4308848043840583,0.45870083466561606,-1.8895856390496744,-1.5657470611793147,Auction
Manan Ajay Sharma,Kolkata Knight Riders,2016,All-Rounder,Indian,1000000.0,32.0,27.0,13.0,304.0,407.0,8.032894736842106,0.40053166325640177,-0.7559495100133775,1.1564811732697793,0.9582825784318749,Auction
Mohit Sharma,Kings XI Punjab,2016,Bowler,Indian,65000000.0,32.0,27.0,13.0,304.0,407.0,8.032894736842106,0.40053166325640177,0.6379476276928342,-0.23741596443643243,-0.196727441673589,Auction
Ankit Singh Rajpoot,Kolkata Knight Riders,2016,Bowler,Indian,15000000.0,0.0,0.0,3.0,72.0,98.0,8.166666666666666,-1.3213353643871075,0.14831336260109218,-1.4696487269881997,-1.2177792462505068,Auction
Ankit Singh Rajpoot,Kings XI Punjab,2018,Bowler,Indian,30000000.0,11.0,18.0,11.0,166.0,223.0,8.06024096385542,-0.06183600431839864,0.3797667013843409,-0.4416027057027395,-0.36592050890619665,Auction
Anmolpreet Singh,Mumbai Indians,2019,Batsman,Indian,8000000.0,0.0,0.0,3.0,65.0,109.0,10.061538461538461,-1.531444595351694,-0.06158949366362876,-1.4698551016880652,-1.2179502523023833,Auction
Arshdeep Singh,Kings XI Punjab,2019,Bowler,Indian,2000000.0,0.0,0.0,3.0,65.0,109.0,10.061538461538461,-1.531444595351694,-0.5244961712301279,-1.006948424121566,-0.8343768619137123,Auction
Himmat Singh,Royal Challengers Bangalore,2019,Batsman,Indian,6500000.0,1.0,3.0,16.0,269.0,312.0,6.959107806691449,1.2422012360390018,-0.13092372106672467,1.3731249571057265,1.1377977911080779,Auction
Yuvraj Singh,Mumbai Indians,2019,All-Rounder,Indian,10000000.0,98.0,83.0,0.0,0.0,0.0,,0.06701956681485546,0.012921838746182246,0.05409772806867322,0.04482641960731837,Auction
Ramandeep Singh,Mumbai Indians,2022,All-Rounder,Indian,2000000.0,174.0,125.0,0.0,0.0,0.0,,0.6388033778443667,-0.5244961712301279,1.1632995490744946,0.9639324159717169,Auction
Rinku Singh,Kolkata Knight Riders,2022,Batsman,Indian,5500000.0,174.0,125.0,0.0,0.0,0.0,,0.6388033778443667,-0.186705850370684,0.8255092282150507,0.6840328489711506,Auction
Shashank Singh,Sunrisers Hyderabad,2022,All-Rounder,Indian,2000000.0,69.0,47.0,0.0,13.0,20.0,9.230769230769232,-0.15116109792008958,-0.5244961712301279,0.37333507331003835,0.3093526336093151,Auction
Simarjeet Singh,Chennai Super Kings,2022,Bowler,Indian,2000000.0,69.0,47.0,0.0,13.0,20.0,9.230769230769232,-0.15116109792008958,-0.5244961712301279,0.37333507331003835,0.3093526336093151,Auction
Ansh Patel,Punjab Kings,2022,All-Rounder,Indian,2000000.0,182.0,122.0,6.0,261.0,321.0,7.379310344827586,0.6475972172688844,-0.5244961712301279,1.1720933884990123,0.971219160721929,Auction
Harshal Patel,Royal Challengers Bangalore,2022,All-Rounder,Indian,107500000.0,43.0,42.0,19.0,338.0,410.0,7.278106508875739,1.893116823633956,0.805942255777353,1.087174567856603,0.9008537900756237,Auction
Anuj Rawat,Royal Challengers Bangalore,2022,Wicket Keeper,Indian,34000000.0,129.0,123.0,0.0,0.0,0.0,,0.30024717394531397,0.4215607505297303,-0.12131357658441633,-0.10052276652236324,Auction
Jason Roy,Delhi Daredevils,2018,Batsman,Overseas,15000000.0,120.0,98.0,0.0,0.0,0.0,,0.23253593316550344,0.14831336260109218,0.08422257056441126,0.06978844441923092,Auction
Anukul Roy,Kolkata Knight Riders,2022,All-Rounder,Indian,2000000.0,0.0,2.0,1.0,42.0,55.0,7.857142857142857,-1.5932629308491038,-0.5244961712301279,-1.0687667596189758,-0.8856007255649759,Auction
Karanveer Singh,Kings XI Punjab,2014,All-Rounder,Indian,1000000.0,1.0,1.0,11.0,126.0,164.0,7.809523809523809,-0.03513631367711689,-0.7559495100133775,0.7208131963362606,0.59727970010948,Auction
Yuvraj Singh,Royal Challengers Bangalore,2014,All-Rounder,Indian,140000000.0,376.0,288.0,5.0,140.0,187.0,8.014285714285714,1.8190184743433584,0.8941468473892522,0.9248716269541062,0.7663664466670175,Auction
Harbhajan Singh,Chennai Super Kings,2018,Bowler,Indian,20000000.0,29.0,38.0,7.0,193.0,270.0,8.39378238341969,-0.5951799433482128,0.24437517752943094,-0.8395551208776437,-0.6956715462091092,Auction
Mandeep Singh,Royal Challengers Bangalore,2018,All-Rounder,Indian,14000000.0,252.0,193.0,0.0,0.0,0.0,,1.2256341312693912,0.12527549862969334,1.100358632639698,0.9117783601305224,Auction
Monu Singh,Chennai Super Kings,2018,Bowler,Indian,2000000.0,252.0,193.0,0.0,0.0,0.0,,1.2256341312693912,-0.5244961712301279,1.7501303024995192,1.450191682869501,Auction
Rinku Singh,Kolkata Knight Riders,2018,Batsman,Indian,8000000.0,29.0,34.0,0.0,0.0,0.0,,-0.4520999458303586,-0.06158949366362876,-0.39051045216672986,-0.32358448339360407,Auction
Yuvraj Singh,Kings XI Punjab,2018,All-Rounder,Indian,20000000.0,65.0,74.0,0.0,13.0,23.0,10.615384615384617,-0.18125498271111648,0.24437517752943094,-0.42563016024054745,-0.35268535004377116,Auction
Ashish Nehra,Chennai Super Kings,2014,Bowler,Indian,20000000.0,0.0,0.0,8.0,93.0,142.0,9.161290322580646,-0.9070141583621749,0.24437517752943094,-1.1513893358916059,-0.9540633838920132,Auction
Ashish Nehra,Sunrisers Hyderabad,2016,Bowler,Indian,55000000.0,1.0,1.0,9.0,161.0,199.0,7.416149068322982,-0.21404911806381938,0.5821654983888758,-0.7962146164526951,-0.6597587693383444,Auction
Ashok Dinda,Royal Challengers Bangalore,2014,Bowler,Indian,15000000.0,4.0,13.0,5.0,195.0,270.0,8.307692307692308,-1.033935858455417,0.14831336260109218,-1.1822492210565092,-0.9796344792193356,Auction
Ashok Dinda,Rising Pune Supergiant,2016,Bowler,Indian,5000000.0,0.0,0.0,11.0,192.0,231.0,7.21875,0.19753189852713637,-0.21853150003706734,0.4160633985642037,0.34475814702625135,Auction
Avesh Khan,Delhi Daredevils,2018,Bowler,Indian,7000000.0,0.0,0.0,4.0,117.0,204.0,10.461538461538462,-1.5189347087989988,-0.10617784015355625,-1.4127568686454426,-1.1706375564724232,Auction
Axar Rajesh Patel,Delhi Capitals,2019,All-Rounder,Indian,50000000.0,110.0,90.0,10.0,307.0,364.0,7.114006514657981,0.8871080824163234,0.5503398487224915,0.3367682336938319,0.2790526458858238,Auction
Ayush Badoni,Lucknow Super Giants,2022,All-Rounder,Indian,2000000.0,161.0,139.0,2.0,12.0,11.0,5.5,-0.054614958871557095,-0.5244961712301279,0.46988121235857083,0.3893526242736574,Auction
Baba Indrajith,Kolkata Knight Riders,2022,Wicket Keeper,Indian,2000000.0,21.0,31.0,0.0,0.0,0.0,,-0.5122877154124125,-0.5244961712301279,0.012208455817715458,0.010116161672217105,Auction
Barinder Singh Sran,Sunrisers Hyderabad,2016,Bowler,Indian,12000000.0,4.0,4.0,14.0,312.0,413.0,7.9423076923076925,0.3833774248442625,0.07380203019128206,0.30957539465298045,0.25652013561825604,Auction
Barinder Singh Sran,Kings XI Punjab,2018,Bowler,Indian,22000000.0,3.0,7.0,4.0,146.0,229.0,9.41095890410959,-1.3410422915564486,0.2762008271958152,-1.6172431187522638,-1.3400788024999692,Auction
Basil Thampi,Gujarat Lions,2017,Bowler,Indian,8500000.0,28.0,30.0,11.0,278.0,424.0,9.151079136690647,-0.37744050211587177,-0.04134592703676887,-0.3360945750791029,-0.27849443938041135,Auction
Basil Thampi,Sunrisers Hyderabad,2018,Bowler,Indian,9500000.0,3.0,6.0,5.0,62.0,114.0,11.032258064516128,-1.5449730919280782,-0.004205842900882217,-1.540767249027196,-1.2767094236273722,Auction
Basil Thampi,Mumbai Indians,2022,Bowler,Indian,3000000.0,0.0,0.0,5.0,102.0,152.0,8.941176470588236,-1.181100874087175,-0.3891046473752171,-0.7919962267119578,-0.6562633303368127,Auction
Ben Cutting,Sunrisers Hyderabad,2016,All-Rounder,Overseas,5000000.0,65.0,37.0,5.0,68.0,80.0,7.0588235294117645,-0.3442067431633866,-0.21853150003706734,-0.12567524312631928,-0.1041369274414012,Auction
Ben Cutting,Mumbai Indians,2018,All-Rounder,Overseas,22000000.0,96.0,59.0,2.0,105.0,168.0,9.6,-0.8467210200251342,0.2762008271958152,-1.1229218472209492,-0.930474674386551,Auction
Ben Dunk,Mumbai Indians,2014,Wicket Keeper,Overseas,2000000.0,40.0,36.0,0.0,0.0,0.0,,-0.36934176265503466,-0.5244961712301279,0.15515440857509327,0.12856393181398507,Auction
Ben Hilfenhaus,Chennai Super Kings,2014,Bowler,Overseas,10000000.0,0.0,0.0,8.0,175.0,246.0,8.434285714285714,-0.6920474542717543,0.012921838746182246,-0.7049692930179365,-0.5841511366056035,Auction
Ben Laughlin,Chennai Super Kings,2013,Bowler,Overseas,1500000.0,4.0,9.0,1.0,45.0,71.0,9.466666666666667,-1.6226587013746818,-0.6205579861584667,-1.0021007152162151,-0.8303599569292823,Auction
Ben Laughlin,Rajasthan Royals,2018,Bowler,Overseas,5000000.0,1.0,4.0,9.0,134.0,211.0,9.447761194029852,-0.8898633802833064,-0.21853150003706734,-0.671331880246239,-0.5562785283974627,Auction
Benjamin Stokes,Rising Pune Supergiant,2017,All-Rounder,Overseas,145000000.0,316.0,227.0,12.0,274.0,316.0,6.91970802919708,2.884303499791498,0.9058644210307811,1.978439078760717,1.639372732981736,Auction
Benjamin Stokes,Rajasthan Royals,2018,All-Rounder,Overseas,125000000.0,196.0,166.0,8.0,232.0,303.0,7.836206896551724,0.9593977660749098,0.8563045199155512,0.10309324615935855,0.08542504973875314,Auction
Beuran Hendricks,Kings XI Punjab,2014,Bowler,Overseas,18000000.0,0.0,1.0,4.0,75.0,126.0,10.08,-1.4625264930704818,0.209193554046192,-1.6717200471166738,-1.385219434777186,Auction
Bhuvneshwar Kumar,Sunrisers Hyderabad,2014,Bowler,Overseas,42500000.0,1.0,4.0,20.0,327.0,354.0,6.495412844036697,2.3302403292898313,0.4960720829395404,1.8341682463502909,1.5198271420371916,Auction
Bhuvneshwar Kumar,Sunrisers Hyderabad,2022,Bowler,Indian,42000000.0,24.0,28.0,12.0,330.0,383.0,6.963636363636364,0.6679662730182727,0.49212036126785375,0.17584591175041897,0.14570930994272782,Auction
Billy Stanlake,Royal Challengers Bangalore,2017,Bowler,Overseas,3000000.0,0.0,0.0,2.0,50.0,70.0,8.399999999999999,-1.4802677867270315,-0.3891046473752171,-1.0911631393518144,-0.9041587972517316,Auction
Billy Stanlake,Sunrisers Hyderabad,2018,Batsman,Overseas,5000000.0,5.0,2.0,5.0,100.0,130.0,7.8,-0.9325882381124456,-0.21853150003706734,-0.7140567380753783,-0.5916811686392265,Auction
Brad Hodge,Rajasthan Royals,2014,Batsman,Overseas,24000000.0,101.0,74.0,0.0,0.0,0.0,,0.08958998040812564,0.30525536897453076,-0.2156653885664051,-0.17870449550821663,Auction
Brendon McCullum,Chennai Super Kings,2014,Wicket Keeper,Overseas,32500000.0,405.0,341.0,0.0,0.0,0.0,,2.37672522452617,0.4064942889095846,1.9702309356165855,1.6325713074522075,Auction
Brendon McCullum,Royal Challengers Bangalore,2018,Batsman,Overseas,36000000.0,127.0,91.0,0.0,0.0,0.0,,0.2852002315498005,0.4406468928294407,-0.15544666127964019,-0.12880609803487927,Auction
C.M. Gautam,Mumbai Indians,2014,Wicket Keeper,Indian,2000000.0,121.0,116.0,0.0,0.0,0.0,,0.24005940436326018,-0.5244961712301279,0.7645555755933882,0.6335254782078379,Auction
Carlos Brathwaite,Delhi Daredevils,2016,All-Rounder,Overseas,42000000.0,83.0,40.0,7.0,143.0,189.0,7.930069930069931,-0.06893747439947433,0.49212036126785375,-0.561057835667328,-0.4649033307585651,Auction
Carlos Brathwaite,Sunrisers Hyderabad,2018,All-Rounder,Overseas,20000000.0,75.0,54.0,5.0,64.0,94.0,8.8125,-0.5930604608033968,0.24437517752943094,-0.8374356383328277,-0.6939153021431163,Auction
Chetan Sakariya,Rajasthan Royals,2021,Bowler,Indian,12000000.0,16.0,25.0,14.0,334.0,426.0,7.652694610778443,0.6235206420645126,0.07380203019128206,0.5497186118732306,0.45550743148585976,Auction
Chetan Sakariya,Delhi Capitals,2022,Bowler,Indian,42000000.0,0.0,0.0,3.0,71.0,84.0,7.098591549295774,-1.2029038999837907,0.49212036126785375,-1.6950242612516444,-1.4045297555379188,Auction
Cheteshwar Pujara,Kings XI Punjab,2014,Batsman,Indian,19000000.0,125.0,129.0,0.0,0.0,0.0,,0.27015328915428705,0.22724749588236737,0.04290579327191968,0.03555256683516217,Auction
Chris Jordan,Kings XI Punjab,2020,All-Rounder,Overseas,30000000.0,29.0,33.0,9.0,210.0,315.0,9.0,-0.5302587586594135,0.3797667013843409,-0.9100254600437544,-0.7540646267710147,Auction
Chris Jordan,Chennai Super Kings,2022,All-Rounder,Overseas,36000000.0,11.0,9.0,2.0,80.0,135.0,10.125,-1.5250251517081583,0.4406468928294407,-1.965672044537599,-1.628793722482441,Auction
Chris Lynn,Kolkata Knight Riders,2014,Batsman,Overseas,13000000.0,58.0,52.0,0.0,0.0,0.0,,-0.23391928109541357,0.10052961771652491,-0.3344488988119385,-0.27713080032340565,Auction
Chris Lynn,Kolkata Knight Riders,2018,Batsman,Overseas,96000000.0,491.0,382.0,0.0,0.0,0.0,,3.0237437475332487,0.768162046541029,2.2555817009922197,1.869018448592034,Auction
Chris Woakes,Kolkata Knight Riders,2017,All-Rounder,Overseas,42000000.0,46.0,47.0,17.0,278.0,386.0,8.33093525179856,0.9051033948267708,0.49212036126785375,0.4129830335589171,0.3422056972432329,Auction
Chris Woakes,Royal Challengers Bangalore,2018,All-Rounder,Overseas,74000000.0,17.0,19.0,8.0,118.0,190.0,9.661016949152541,-0.9268784285004594,0.6812492034803279,-1.6081276319807873,-1.3325255345619063,Auction
Christopher Gayle,Kings XI Punjab,2018,Batsman,Overseas,20000000.0,368.0,261.0,0.0,0.0,0.0,,2.0983567902091713,0.24437517752943094,1.8539816126797404,1.5362448790591594,Auction
Christopher Morris,Chennai Super Kings,2013,All-Rounder,Overseas,46875000.0,14.0,17.0,15.0,309.0,401.0,7.786407766990291,0.695021941280256,0.5287893662039629,0.16623257507629308,0.13774351398483195,Auction
Christopher Morris,Rajasthan Royals,2015,All-Rounder,Overseas,14000000.0,76.0,47.0,14.0,270.0,325.0,7.222222222222222,1.2976787447419404,0.12527549862969334,1.172403246112247,0.9714759147093007,Auction
Christopher Morris,Delhi Daredevils,2016,All-Rounder,Overseas,70000000.0,195.0,114.0,13.0,274.0,308.0,6.744525547445256,2.245910321934133,0.6626935086060026,1.5832168133281304,1.3118839503484574,Auction
Christopher Morris,Royal Challengers Bangalore,2020,All-Rounder,Overseas,100000000.0,34.0,21.0,11.0,204.0,210.0,6.176470588235294,0.8770908281659242,0.7817931875057411,0.09529764066018309,0.07896546084889156,Auction
